CPU_Utilization_Pct,Memory_Usage_Pct,Clock_Speed_GHz,Ambient_Temp_C,Voltage_V,Current_Load_Amps,Power_Consumption_W,Fan_Speed_RPM,Airflow_CFM,CPU_Temperature_C
92.46,49.18,2.27,18.06,1.24,95.65,118.54,2383.88,32.65,53.38
44.95,27.79,4.02,29.4,1.36,116.65,158.09,4224.02,50.43,55.58
63.68,84.73,2.76,20.7,1.17,138.52,162.02,6247.63,79.54,35.55
55.06,89.2,4.35,28.92,1.46,144.59,211.44,4203.11,50.19,60.55
98.34,56.18,2.95,28.24,1.47,126.99,186.17,7591.11,77.61,49.4
84.8,51.91,3.99,22.19,1.24,113.16,140.43,3405.01,42.23,54.3
92.06,60.43,2.65,20.53,1.37,56.6,77.43,3082.12,45,42.97
32.89,36.96,2.15,23.12,1.12,113.56,126.81,5919.18,71.76,38.66
79.53,42.35,4.2,29.2,1.32,124.96,165.16,7490.33,96.46,48.19
33.89,27.57,4.32,28.26,1.04,134.36,140.07,2059.07,20.84,66.09
28.79,53.48,3.77,23.86,1.43,93.51,133.84,6857.12,95.44,37.27
94.98,65.88,3.93,24.55,1.36,52.74,71.76,5178.59,76.15,44.6
11.74,89.77,2.02,22.9,1.48,65.76,97.15,2414.93,36.09,38.05
96.88,75.43,3.88,29.34,1.39,87.93,122.14,5968.90,68.12,51.75
23.43,74.23,3.18,29.87,1.09,118.61,129.46,4520.33,50.47,48.43
83.75,43.1,3.13,21.47,1.23,100.73,124.27,4525.07,64.65,41.97
34.83,86.62,3.35,29.4,1.27,114.95,146.13,2529.10,37.27,55.63
41.56,91.02,2.68,29.41,1.41,107.05,151.39,6097.63,89.63,41.74
29.51,89.92,3.74,23.68,1.28,143.95,183.57,2652.96,27.73,56.95
62.7,22.91,2.74,22.98,1.24,128.76,159.45,4909.98,59.65,46.42
41.33,65.33,3.4,28.43,1.36,131.47,178.34,6984.83,75.47,44.32
69.17,68.24,2.34,29.32,1.32,119.59,157.99,6468.24,77.99,46.65
11.41,42.13,3.69,22.83,1.37,58.21,80,3258.55,38.87,41.89
15.79,94.43,2.47,23.91,1.24,148.02,183.19,6923.56,88.55,36.68
18.97,41.84,2.43,22.01,1.36,57.03,77.66,7287.15,85.49,31.93
47.71,36.25,2.06,20.51,1.49,85.63,127.21,6439.19,77.2,33.04
83.33,56.31,2.3,29.95,1.09,130.72,142.59,7970.34,83.6,46.36
89.94,44.24,2.58,20.27,1.03,81.16,83.29,2462.52,26.51,55.4
32.03,89.3,2.56,27.77,1.29,113.14,145.42,2442.95,34.34,52.87
61.69,53.01,2.82,23.05,1.08,139.51,150.56,5762.17,73.6,41.37
79.15,50.76,2.14,19,1.08,131.59,142.45,3976.20,46.6,47.56
35.99,66.94,4.34,21.9,1.34,106.26,141.97,4635.55,62.59,41.16
46.81,26.08,2.3,19,1.21,101.53,122.96,6413.76,78.9,33.38
57.16,76.75,3.75,29.78,1.02,71.15,72.3,7426.46,111.15,41.28
22.14,77.63,3.34,21.18,1.28,109.47,140.21,3428.01,41.9,42.3
12.34,55.55,3.38,26.95,1.12,119.3,133.88,3056.85,45.53,46.77
23.75,91.68,2.26,23.11,1.22,110.9,134.95,6506.38,66,37.37
66.42,63.45,2.61,26.15,1.02,73.85,75.29,7095.98,92.76,38.84
16.63,72.14,3.95,21.06,1.03,136.33,140.66,6643.47,68.02,37.66
27.07,89.33,3.16,19.13,1.1,103.7,113.63,2767.03,37.19,41.45
40.41,69.98,3.14,27.7,1.36,59.77,81.23,6554.66,85.92,36.9
17.01,52.39,3.36,26.6,1.39,64.8,90.4,4632.47,55.91,40.28
27.25,21.86,3.08,19.31,1.17,135.86,159.21,5655.05,71.74,35.33
92.01,74.62,4.02,26.77,1.06,80.79,85.86,4413.58,48.49,53.57
11.74,92.36,3.87,25.17,1.47,106.14,155.83,2080.71,24.22,55.27
68.81,55.27,2.79,20.06,1.39,96.75,134.83,7977.55,90.65,34.63
44.6,45.48,4.03,27.91,1.08,101.5,109.86,3055.06,30.68,57.17
70.54,58.94,3.3,26.39,1.11,120.78,134.49,6039.71,65.95,47.66
62.98,74.63,3.57,24.08,1.02,126.27,128.57,3329.83,44.63,50.29
30.11,20.05,4.17,20.14,1.45,147.04,213.27,2222.55,23.53,61.59
86.25,86.54,3.19,24.48,1.47,120.17,176.25,7932.93,100.02,40.66
54.27,86.48,3.89,19.95,1.04,81.39,84.77,2038.70,28.08,48.12
84.03,60.6,3.57,20.21,1.07,114.98,123.43,5705.93,80.06,38.04
46.54,29.18,3.07,20.9,1.1,108.33,119.45,6439.52,94.03,34.41
98.62,70.39,3.97,25.85,1.09,103.61,112.98,5394.08,67.01,52.1
79.34,30.34,2.26,26.16,1.47,50.96,74.93,6611.31,83.04,42.16
96.94,58.07,3.45,18.87,1.13,130.78,147.86,3023.82,43.43,52.91
56.29,27.02,2.12,25.81,1.19,143.38,170.26,2142.87,28.86,59.73
52.63,64.18,2.39,18.42,1.03,77.48,80.15,5209.36,68.46,36.23
77.99,43.86,3.5,28.86,1.31,56.71,74.53,4603.45,53.22,51.91
89.23,82.32,2.77,27.34,1.13,67.9,76.93,6601.07,96.83,40.42
96.77,80,2.66,26.69,1.12,149.7,168.05,2364.99,32,66.94
39.21,94.89,4.39,20.87,1.49,113.99,169.68,2321.57,32.47,58.01
81.88,39.31,2.91,29.85,1.02,87.44,89.13,4015.66,46.87,53.34
28.96,24.64,3.41,29.09,1.09,77.12,84.34,6744.49,74.24,42.08
59.1,53.23,3.34,23.88,1.26,148.82,187.01,4812.26,61.22,46.17
26.19,26.26,2.16,18.42,1.28,68.78,88.11,6721.87,94.6,27.21
41.27,33.39,3.69,24.14,1.36,69.06,93.68,5835.50,67.61,42.14
93.82,64.8,3.28,19.85,1.1,93.39,103.15,4573.63,67.12,42.62
23.15,64.41,2.95,25.11,1.2,86.85,103.97,7008.66,83.47,36.84
66.92,23.25,2.17,29.84,1.14,66.57,76.13,5996.39,81.21,45.31
63.37,53.22,2.73,27.08,1.42,122.59,173.74,4520.87,61.83,48
20.87,59.77,4.21,21.87,1.18,147.99,174.61,2669.80,36.29,50.52
39.34,40.1,2.43,22.73,1.13,74.16,83.84,4197.62,53.07,38.73
60.67,85.4,2.55,29.33,1.31,110.18,144.16,2352.66,33.08,58.43
26.85,32.08,2.51,19.32,1.05,73.27,77.21,4899.76,66.72,29.63
82.06,39.04,4.23,28.68,1.42,99.16,141.25,2328.92,32.12,68.36
97.49,31.77,3.75,18.89,1.14,130.4,148.6,6622.38,96.58,38.43
29.33,28.74,4.2,22.98,1.41,98.87,139.6,4136.35,48.5,46.08
26.82,85.92,4.28,26.95,1.5,133.09,199.06,5658.48,83.82,43.91
50.94,40.84,4.32,22.74,1.01,107.3,108.44,3829.49,55.91,45.02
77.3,74.19,3.21,24.85,1.1,148.23,162.45,7293.65,101.08,39.69
35.34,52.1,3.19,23.89,1.37,103.52,142.17,4949.18,63.11,41.45
11.79,67.69,4.07,25.26,1.04,123.63,128.75,6486.77,65.05,42.62
58.71,89.61,2.83,20.05,1.22,71.5,87.46,5961.67,82.18,32.65
96.09,83.35,2.06,24.94,1.08,72.21,77.64,6206.81,90.6,37.9
45.21,25.17,2.83,29.85,1.23,85.75,105.89,5099.85,62.38,45.96
47.81,83.39,3.79,20.33,1.01,72.02,72.47,7991.70,88.71,34.95
97.2,53.89,2.31,18.8,1.08,51.43,55.3,2606.90,35.71,49.21
72.51,46.26,3.96,22.7,1.14,71.66,81.51,5048.56,65.67,39.86
74.73,70.43,4.04,22.49,1.1,99.14,108.94,4195.81,62.91,43.22
60.64,91.27,2.25,19.51,1.18,116.87,137.99,4156.88,45.3,40.32
97.71,27.06,2.24,24.86,1.07,105.54,113.19,6525.71,75.57,44.9
72,77.61,2.5,23.25,1.41,68.96,97.27,2044.29,29.16,56.38
90.55,35.26,2.89,28.04,1.26,62.97,79.35,4310.02,57.33,49.24
72.94,48.51,3.33,23.08,1.16,132.83,153.43,4462.96,63.06,46.2
76.16,85.54,3.21,29.83,1.15,127.73,146.58,5038.06,67.82,52.44
36.14,60.93,4.13,27.36,1.12,74.28,83.35,4368.39,48.55,47.19
37.31,25.06,2.36,23.85,1.25,102.06,127.84,3762.31,48.98,44.04
80.47,58.1,3.74,24.63,1.27,117.32,148.48,5302.06,77.91,46.81
36.7,79.22,3.37,28.4,1.5,119.42,178.63,7446.30,98.8,40.05
60.65,59.67,3.84,27.29,1.31,95.55,125.6,3963.46,52.43,52.84
32.44,32.52,2.85,25.89,1.27,98.06,124.11,2633.75,37.21,47.62
83.53,53.38,3.18,21.2,1.02,98.23,100.11,5000.16,67.64,42.12
19.95,89.33,2.07,22.92,1.28,106.63,135.95,7058.33,99.02,30.8
84.65,69.37,2.29,27.45,1.25,96.68,120.61,2825.04,32.4,59.35
64.25,74.74,2.94,25.53,1.45,98.39,142.5,7093.01,89.58,44.4
26.82,78.95,3.2,29.48,1.36,131.95,179.63,6276.65,90.14,42.13
58.78,26.8,2.21,28.47,1.24,70.56,87.49,5353.93,70.73,41.78
35.42,63.62,4.06,23.13,1.11,96.26,107.24,4684.98,54.58,42.1
39.11,48.19,4.37,21.53,1.36,118.89,161.36,4516.76,51.54,41.21
41.64,30.44,3.49,19.49,1.14,104.84,119.88,6354.90,87.87,33.87
15.7,35.2,2.13,22.89,1.18,79.7,93.76,4846.67,65.22,32.21
98.74,78.59,3.85,20.72,1.35,59.99,80.76,5924.32,73.77,38.53
12.84,32.11,2.54,18.2,1.16,116.65,134.88,2221.99,24.43,39.26
69.62,43.43,3.83,19.66,1.15,121.12,139.1,7642.27,87.64,37.86
43.41,41.37,3.09,23.44,1.22,56.38,68.85,4709.74,67.86,36.61
68.14,23.65,2.13,28.71,1.33,122.33,162.91,7483.80,87.63,47.21
42.06,54.66,2.7,21.85,1.47,132.4,194.75,5781.80,72.71,43.08
70.64,77.44,3.07,23.29,1.07,139.5,149.88,5966.40,69.25,41.64
75.63,21.66,3.84,22.61,1.13,148.55,167.31,3176.91,44.26,51.62
72.15,28.44,2.33,22.43,1.49,108.91,162.57,2425.91,26.65,61.07
20.26,74.01,2.72,26.67,1.31,148.28,194.04,3303.06,46.75,46.78
69.12,64.52,2.21,24.07,1,104.87,105.38,5210.35,63.86,40.46
35.2,73.64,3.54,22.9,1.45,117.41,169.93,2214.19,27.01,56.83
12.59,37.26,3.19,29.32,1.14,118.81,135.57,7268.04,106.2,36.98
47.33,80.28,4.32,21.32,1.28,123.8,157.85,4543.18,50.96,42.41
49.02,55.99,3.85,27.99,1.18,127.07,150.4,4907.69,68.14,47.45
52.05,65.77,3.94,24.18,1.09,106.42,115.69,2862.82,42.44,48.93
73.43,26.91,2.41,23.3,1.3,126.88,165.07,7153.23,105.79,36.1
37.8,35.38,2.67,18.76,1.11,75.31,83.4,5958.23,81.88,28.07
38.38,78,3.28,28.3,1.11,101.62,113.21,2532.17,28.72,57.09
15.45,36.79,2.03,21.25,1.4,67.65,94.8,3112.23,45.05,33.89
71.81,26.94,4.18,26.15,1.32,92.76,122.59,2298.36,27.71,65.83
61.1,64.79,3.94,28.49,1.46,88.9,129.72,5690.60,67.86,47.95
41.45,61.1,2.14,24.43,1.22,52.71,64.26,2743.12,32.79,42.57
73.47,65.59,4.12,25.69,1.25,78.1,97.82,4907.54,50.56,50.89
58.36,66.37,2.01,22.08,1.03,120.35,124.52,6245.83,73.58,34.39
52.23,57.51,2.29,26.72,1.18,95.28,112.42,5160.42,75.39,40.53
56.02,57.03,2.14,25.88,1.02,142.33,145.8,4820.12,54.67,47.28
67.27,89.31,3.2,23.34,1.18,90.51,106.35,2584.44,29.74,55.74
69.4,60.04,3.96,25.62,1.2,95.92,115.53,5094.10,70.69,42.85
36.01,66.3,2.45,21.15,1.09,127.65,138.7,2431.49,25.07,49.36
22.67,40.02,3.93,25.89,1.43,58.58,83.62,2083.30,29.42,47.48
24.1,85.33,2.46,26.07,1.17,142.45,166.43,7099.77,101.42,35.06
67.55,21.83,4.48,23.34,1.03,99.46,102.18,7578.97,81.22,41.16
88.56,61.79,4.13,20.99,1.2,123.79,147.96,2013.47,22.5,68.98
46.85,48.79,3.84,27.64,1.27,120.74,153.83,5860.89,79.68,44.76
25.26,65.29,3.48,27.05,1.24,80.67,99.95,3390.73,41.89,45.16
78.09,47.01,2.61,18.69,1.28,149.95,192.19,4786.12,55.37,44.55
84.92,73.83,2.3,23.93,1.44,53.88,77.65,5060.18,60.64,44.4
89.25,21.52,3.15,19.11,1.01,142.96,145.06,5021.73,69.71,41.92
64.61,50.44,3.01,21.83,1.39,59.75,83.33,5844.15,62.01,39.3
87.47,82.34,3.69,23.07,1.19,80.99,96.21,3221.63,44.82,52.1
11.39,38.77,2.43,20.12,1.19,140.03,166.91,6507.40,73.84,32.23
19.65,23.96,3.41,23.63,1.3,71.41,92.48,3330.01,46.13,40.27
18.33,57.24,3.73,26.47,1.3,56.37,73.1,7368.29,108.84,36.79
74.13,93.24,2.75,23.24,1.05,122.39,128.86,2454.45,36,53.59
16.26,24.81,3.95,20.81,1.32,78.77,103.73,2446.21,36.55,40.57
54.67,25.25,3.08,22.98,1.09,89.9,97.78,2528.01,28.04,50.47
52.54,64.63,2.41,25.11,1.15,94.83,108.82,5992.79,89.02,37.78
37.96,38.76,2.49,29.24,1.24,117.71,146.17,2628.94,28.85,55.56
88.34,50.77,2.7,23.99,1.33,123.36,164.52,3144.95,32.22,60.64
25.34,82.29,2.4,28.65,1.38,83.41,114.99,3959.72,43,47.37
41.72,34.91,3.41,29.81,1.36,140.4,190.87,5964.62,60.29,51.63
79.68,73.95,4.37,24.71,1.26,71.44,90.02,5726.99,57.43,47.79
12.74,57.84,4.24,19.76,1.09,125.93,136.65,7274.42,94.73,32.04
70.57,87.87,2.81,28.5,1.34,122.37,163.78,2850.62,29.14,63.32
83.48,92.97,4.16,28.35,1.49,102.26,152.19,2996.42,34.35,71.32
93.9,56.37,4.39,28.42,1.41,147.14,207.21,3413.05,41.82,66.68
88.87,63.85,2.74,29.41,1.22,96.8,117.66,3823.02,42.48,57.05
38.74,75.94,4.26,21.32,1.23,135.9,167.11,6261.93,92.46,37.29
62.77,43.9,4.49,22,1.48,56.26,83.11,5103.82,58.88,44.69
16.96,37.01,3.99,26.25,1.03,89.86,92.9,5209.97,52.7,40.82
33.21,92.35,2.98,24.77,1.3,71.48,92.68,3732.48,44.82,43.14
18.48,52.45,3.52,28.42,1.07,135.69,145.26,6448.56,68.14,42.77
38.37,20.12,2.91,21.05,1.04,92.82,96.32,4775.31,68.05,32.83
88.77,82.83,4.49,25.9,1.14,102.75,117.36,4814.53,61.03,50.06
41.25,64.97,2.17,29.28,1.11,116.54,129.91,3439.39,35.97,51.3
60.57,32.64,4.23,20.59,1.02,90.55,92.61,3733.85,44.16,46.51
49,22.26,2.19,21.68,1.43,86.16,122.91,5196.93,61.65,37.12
51.3,41.86,2.11,22.89,1.42,83.67,118.62,2368.88,32.79,47.5
97.26,89.59,4.35,19.05,1.34,127.09,170.34,7639.99,113.5,34.66
36.65,90.01,4.17,20.12,1.38,148.68,205.8,5263.71,60.78,42.93
66.46,43.33,2.9,22.59,1.03,82.56,85.31,5819.20,64.51,37.83
47.81,82.69,4.39,18.89,1.14,117.39,133.41,2165.98,29.72,54.75
15.5,53.14,4.15,22.35,1.3,137.81,178.58,2252.35,28.3,55.21
54.04,69.08,4.25,20.93,1.45,148.39,214.57,7773.14,106.36,36.79
83.2,45.08,3.49,28.37,1.35,107.83,145.94,2944.68,30.23,71.27
18.89,58.7,4.4,25.3,1.01,68.3,68.91,2968.39,44.48,43.26
16.26,42.03,4.02,28.78,1.12,104.38,116.86,7299.30,90.67,41.9
23.83,24.58,4.35,20.43,1.2,115.53,138.89,6779.27,96.09,35.24
78.8,30.45,2.7,18.98,1.31,97.93,128.38,5928.87,64.6,39.37
75.16,41.8,3.33,22.25,1.33,80.77,107.62,6201.65,66.88,40.26
60.85,93.22,4.17,18.68,1.31,81.28,106.11,2132.09,25.15,56.06
52.14,92.43,3.45,28.6,1.04,130.07,134.68,6099.73,68.4,45.88
89.95,82.07,4,20.26,1.38,146.59,202.14,3369.93,36.43,62.68
79,37.44,4.43,19.69,1.34,118.84,158.66,3359.88,35.2,58.45
83.07,53.12,4.01,27.45,1.11,95.51,105.7,4608.10,48.49,54.1
83.19,52.98,2.79,26.55,1.25,81.86,102.18,4530.64,49.05,52.77
67.84,49.02,2.3,18.68,1.13,66.17,74.65,5179.94,54.42,38.35
51.22,23.37,2.68,24.11,1.34,79.86,107.28,6370.92,81.38,37
87.82,60.09,3.66,23.39,1.11,51.76,57.34,7394.94,105.31,35.95
93.34,25.46,2.03,22.64,1.01,83.52,84.37,4710.21,67.23,39.21
12.14,80.14,2.47,19.52,1.22,67.91,82.57,5571.01,82.13,26.83
14.64,71.85,2.82,27.45,1.02,52.54,53.67,4966.16,59.98,36.44
96.29,46.46,4.19,20.88,1.02,61.93,63.27,2014.83,28.39,59.64
34.94,68.54,2.13,23.5,1.1,140.16,153.55,6957.78,94.32,32.3
88.6,37.48,2.12,28.57,1.36,77.26,105.11,6414.81,93.62,41.85
44.99,39.89,3.38,21.82,1.47,103.81,152.74,7757.34,101.29,32.71
20.72,43.56,2.44,18.43,1.26,74.9,94.1,4234.26,46.46,33.72
17.24,79.78,2.61,28.67,1.34,115.41,154.53,6920.80,97.35,39.75
24.09,35.8,2.46,23.93,1.02,66.02,67.65,6365.96,69.81,35.04
32.49,62.21,3.45,23.96,1.4,94.85,132.33,2700.51,32.87,51.3
53.97,35.04,2.14,24.62,1.22,72.35,88.57,7821.24,106,33.46
73.13,41.38,4.35,20.16,1.24,104.47,129.66,2919.39,42.11,50.49
98.78,37.66,2.31,26.58,1.4,59.9,83.94,6982.84,79.71,44.4
49.74,68.38,4.38,20.78,1.06,108.7,115.04,4842.15,52.09,41.01
56.64,59.5,3.95,21.61,1.23,123.07,151.11,5603.95,73.28,41.62
56.96,74.1,4.07,25.57,1.27,94.87,120.46,5095.01,60.88,46.93
58.55,36.5,2.43,27,1.31,145.01,189.48,2402.41,31.77,61.24
56.6,20.69,3.67,26.77,1.35,71.33,96.57,7683.71,109.33,36.41
10.79,71.04,4.04,19,1.32,59.92,78.82,7239.63,90.25,28.26
10.16,28.61,3.4,27.05,1.42,58.59,83.42,5519.37,57.42,38
18.79,38.47,3.38,25.95,1.49,83.33,124.24,4941.63,72.45,40.58
19.14,42.93,2.4,25.26,1.01,64.5,65.05,3996.13,45.82,40.04
73.44,76.01,3.04,29.6,1.21,50.92,61.44,3048.77,45.3,51.99
28.44,66.94,2.38,22.16,1.2,72.84,87.73,6695.33,95.14,34.86
90.52,33.82,4.43,26.2,1.38,73.5,101.09,5100.56,59.25,50.37
93.57,64.84,3.71,24.88,1.15,62.63,71.72,6070.85,73.47,44.81
97.83,73.11,2.12,22.66,1.01,88.74,89.4,3770.74,39.15,51.32
94.52,49.17,3.19,27.46,1.04,145.88,151.33,7348.17,102.25,44.22
34.47,38.45,3.59,22.84,1.46,141.6,206.99,7868.81,90.92,37.89
55.88,70.92,2.24,24.7,1.46,51.89,75.71,5965.96,64.74,38.48
25.79,65.82,3.66,24.73,1.13,131.98,148.89,7125.64,100.21,38.06
82.56,25.84,2.44,24.14,1.47,72.4,106.29,3405.53,48.44,47.7
89.96,70,3.02,23.49,1.44,103.73,149.17,7833.44,92.72,37.84
86.62,56.64,3.56,20.01,1.34,96.71,130.03,3363.46,37.95,54.99
49,76.5,2.91,20.89,1.12,148.33,166.48,3371.13,44.79,47.81
78.28,34.3,2.95,19.48,1.06,110.22,116.74,7522.90,86.26,32.55
18.78,39.37,4.11,26.68,1.08,113.02,122.49,3711.33,46.56,47.55
13.62,60.75,2.77,26.93,1.1,143.49,157.68,4183.34,55.27,44.56
77.79,56.13,3.64,25.66,1.4,66.05,92.7,7119.80,93.18,40.53
48.28,48.98,4.12,29.01,1.16,99.36,115.29,7145.07,96.44,40.18
99.6,75.95,2.38,21.18,1.34,62.25,83.35,2500.88,29.58,54.58
18.75,62.36,2.11,27.85,1.38,60.99,84.43,3918.99,49.76,40.71
87.01,73.27,4.06,20.23,1.22,121.18,147.45,3447.14,37.2,56.49
53.2,31.49,3.38,18.81,1.11,110.16,121.94,7389.14,80.28,36.59
84.44,74.67,4.07,18,1.24,61.18,75.7,3777.37,48.73,42.17
83.54,54.61,2.53,24.97,1.07,102.1,108.95,3425.31,39.15,53.25
92.44,22.53,4.08,27.34,1.41,144.78,203.81,3764.60,37.67,67.23
36.81,37.59,2.24,27.88,1.4,63.89,89.65,7254.92,101.78,37.16
95.48,21.93,4.21,23.65,1.47,66.55,97.63,3143.34,33.91,60.3
23.65,54.27,4.06,18.7,1.41,116.92,164.38,3107.20,39.69,46.31
17.38,44.44,3.42,18.43,1.32,72.72,96.32,7027.02,85.84,30.49
48.85,94.06,3.52,29.01,1.19,125.65,149.38,3031.62,33.14,62.48
84.55,85.14,2.86,19.12,1.25,142.08,177.36,5016.42,63.08,42.6
52.61,81.93,2.5,27.42,1.09,50.78,55.52,4900.49,66.03,41.54
84.64,57.58,3.14,18.83,1.34,82.14,109.8,2065.78,23.63,58.26
75.67,80.53,3.64,20.2,1.42,108.22,153.39,5650.02,77.17,41.66
28.85,40.02,4.5,19.95,1.35,101.49,136.87,6030.66,86.13,33.55
95.4,62.05,4.04,21.33,1.48,104.55,154.58,3212.98,40.7,57.48
15.47,49.47,3.09,22.87,1.49,119.04,176.95,5464.94,56.51,42.28
90.85,32.85,3.86,19.5,1.35,130.69,176.2,2864.38,28.86,65.26
37.4,25.45,2.27,29.68,1.37,78.03,107.14,6444.70,71.3,41.81
55.01,61.87,3.04,18.02,1.16,124.99,145.45,5214.20,77.91,34.58
48.01,27.32,3.06,27.27,1.02,57.65,58.95,4465.65,57.32,45.25
25.47,73.85,4.5,24.32,1.43,120.22,171.82,7769.11,103.35,38.19
42.23,89.11,2.98,19.03,1.34,133.47,179.38,7718.98,102.44,28.86
27.36,32.16,2.21,19.44,1.48,143.21,212.3,2228.37,26.27,50.97
28.35,55.32,2.17,25.08,1,114.26,114.27,3791.07,40.48,44.53
26.84,75.41,3.75,21.78,1.36,81.53,110.71,3441.26,45.6,41.23
54.01,41.51,2.72,23.4,1.13,115.33,130.8,7718.97,110.85,35.83
81.81,89.06,4.17,24.59,1.22,67.65,82.68,3103.84,38.88,56.4
61.21,86.63,3.21,24.88,1.23,119.72,146.75,2328.34,29.46,60.49
90.39,27.78,2.83,24.99,1.02,137.65,140.11,3211.59,44.77,52.32
67.29,22.05,3.9,18.84,1.43,145.36,207.28,6513.84,89.34,38.49
72.04,93.23,3.04,26.89,1.04,68.5,71.53,5084.17,65.1,48.04
70.08,91.74,3.84,21.52,1.48,111.79,165.05,7803.68,79.72,41.42
50.45,51.67,3.79,19.37,1.29,148.14,190.44,6870.47,87.61,38.88
72.04,23.79,3.81,19.23,1.14,112.68,128.15,3182.90,39.58,52.5
16.27,66.42,4.14,20.84,1.32,144.28,190.35,4265.97,45.74,44.39
87.39,42.01,4.12,25.54,1.46,93.87,137.39,6890.12,101.23,44.99
80,90.25,3.66,23.66,1.39,129.08,179.47,6415.72,79.81,45.67
32.07,79.6,4.39,19.28,1.08,58.46,63.3,3982.22,45.47,39.58
79.12,68.72,2.05,18.39,1.15,70.9,81.89,5538.84,67.74,34.43
11.14,41.34,4.33,18.3,1.05,61.74,65.1,5507.19,72.38,29.78
29.55,72.6,2.37,23.05,1.37,55.64,75.99,7271.66,87.88,33.25
15.86,41.69,2.53,27.46,1.1,94.38,103.86,2126.27,28.34,45.2
80.22,22.82,4.04,24.88,1.37,135.35,185.81,3553.54,46.91,60.48
78.03,58.13,3,27.72,1.07,77.87,83,6267.14,74.96,43.14
83.23,56.65,3.06,21.83,1.38,73.6,101.66,5885.20,62.6,45.06
10.4,77.23,2.65,19.68,1.26,125.89,158.27,4048.79,46.51,39.52
55.11,84.93,2.56,27.64,1.42,76.34,108.35,7154.58,93.51,38.38
73.44,46.59,2.27,26.73,1.26,110.91,139.69,6410.06,77.57,45.58
23.99,53.71,2.49,25.07,1.12,66,74.21,5594.04,66.71,37.05
68.48,55.28,3.42,28.65,1.34,90.41,121.19,3472.73,48.32,52.05
17.57,44.32,3.77,25.57,1.15,104.55,120.25,3787.13,43.74,47.36
26.32,75.75,3.85,24.31,1.05,149.72,156.61,5876.68,84.45,39.1
52.82,59.16,2.93,24.03,1.41,135.53,191.55,7789.84,105.71,38.88
68.82,88.55,4.3,25.41,1.36,51.39,70.13,7120.52,78.66,43.63
23.13,68.77,2.82,24.2,1.03,113.59,116.85,3253.99,38.94,42.77
26.67,35.89,2.28,21.27,1.46,114.46,167.51,6487.11,65.68,37.22
28.4,32.36,4.36,29.45,1.1,105.06,115.75,7620.63,96.06,41.71
31.48,47.93,3.35,29.5,1.37,52.72,72.33,2590.35,37.17,49.1
30.39,46.02,4.43,20,1.01,77.96,78.82,6079.37,69.06,35.42
45.56,50.53,2.98,24.37,1.24,70.31,87.14,2508.73,25.67,52.18
68.84,33.77,3.89,27.48,1.13,53.52,60.39,2028.19,26.1,62.27
49.42,93.37,2.27,18.66,1.28,138.52,176.97,7852.45,83.15,33.41
79.84,30.93,4.14,19.48,1.14,108.8,123.49,3256.29,40.76,51.25
74.73,68.95,2.43,24.54,1.25,76.02,94.9,6796.67,79.82,38.88
21.39,20.98,2.17,18.34,1.01,138.4,139.18,5348.81,56.55,31.13
14.4,50.52,2.24,28,1.45,134.98,196.25,5779.15,74.52,43.84
89.01,43.19,3.39,28.48,1.4,72.86,102.31,2909.01,32.66,64.03
17.18,48.65,2.73,26.84,1.01,73.37,74.29,6542.08,91.55,38.3
23.35,57.36,4.4,27.87,1.49,68.05,101.62,4030.36,40.8,50.65
11.99,65.03,4.13,26.06,1.46,68.92,100.9,5619.36,67.14,37.81
66.55,63.76,4.01,19.7,1.33,123.24,163.88,4392.53,51.44,48.22
62.41,67.3,4.02,18.36,1.2,73.99,88.56,3075.88,40.49,45.19
98.82,83.34,4.23,28.18,1.44,133.02,191.8,2813.98,29.05,78.95
89.82,86.5,4.16,26.49,1.43,146.76,209.73,4357.12,52.68,58.53
46.98,75.29,4.32,22.78,1.21,55.58,67.28,2044.39,25.49,52.49
43.44,25.92,4.34,27.56,1.35,102.9,139.16,7783.41,106.1,41.44
36.72,92.1,2.75,18.64,1.41,53.53,75.22,3719.76,44.11,34.38
23.72,91.05,2.55,21.83,1.41,82.99,116.91,6053.13,66.24,33.19
22.43,73.38,3.61,22.1,1.49,143.52,213.38,5433.45,71.13,40.37
21.91,58.81,2.31,19.26,1.4,86.62,121.26,6384.92,89.89,28.88
20.27,38.8,2.53,26.9,1.28,118.89,151.87,6971.94,78.97,39.3
31.65,76.73,3.93,27.33,1.4,103.69,145.37,7258.13,79.12,43.48
37.6,85.84,3.62,25,1.15,108.73,125.15,6022.81,70.23,40.71
96.54,69.89,3.63,23.01,1.12,149.43,167.89,4328.34,56.64,50.46
62.06,67.18,4.38,25.28,1.15,132.05,151.6,4963.62,52.2,54.81
98.88,34.48,3.67,28.78,1.27,141.94,180.57,4200.64,59.48,56.27
43.52,46.83,3.08,22.29,1.29,116.77,151.14,7702.15,99.75,36.86
51.19,74.24,2.7,22.01,1.16,90.29,104.75,3922.38,57.57,36.35
39.21,21.27,2.85,25.47,1.24,87.92,109.1,3588.40,47.36,44.81
26.46,68.09,2.69,26.2,1.29,146.93,189.32,5291.76,56.86,43.74
22.88,77.5,2.09,23.49,1.14,79.78,90.84,2572.05,29.75,41.24
95.06,45.1,2.65,28.31,1.03,68.6,70.55,7306.99,87.59,43.7
98.81,25.71,4.09,22.23,1.05,62.98,66.31,7914.99,84.29,42.03
